smiles,00a2afcaf74127670fee80a7ab6abfce,14702975da99d0507d6e199c5b4ca495,1570720a59aa115089513ac45853c48a,266536e40f25e2ac5b376d0aa594f111,34dd7286e2d85c4df3e265bd85d09289,3dc315b3309f6789949b726a9a7c4167,3fddb2cd5a9ee9f0fa968437986be5e7,4f983c9c8fb34ba44974c6548afe3114,5b0fe37d404cd3c110d464704646dcec,7f73c5dd89b7b6d8ca56c162eee39ae0,80121ad0b332d2951073b235cff9295a,950edee628a799c6d21b79616a3c2922,96c7227468bec679eb245d68c59527d5,9a0ea9c5d064d5578aba12a00c1e51d1,9d13704853324c42c17502235cdb1b57,a2978db6472f2d430310a51b887fdcd4,a4cbe1a6a440ab4dfe63b9f257dced75,aab458b586520ad6a82e21e396e745fa,aedecfbcfa114d0e67614acf510f1c26,c0db50ee265eed4f605cce27bcb440ed,c6eb716f36a79621c8c73c735dd764f1,d2444ac42f0cfe1a07af40dd7506c4b5,d410a79829f7b5969e91eeb2e7aa14d8,d4cfb4064c5748b8ef6eece595fb46a6
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCCNC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.28,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCCNS(C)(=O)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.5,7.27,0.0,0.0,8.74,7.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,0.0,0.0,8.43,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCCO)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.75,0.0,0.0,0.0,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,7.75,7.75,0.0,0.0,9.22,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,0.0,0.0,9.15,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCN(C)C)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCN)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.57,0.0,0.0,7.18,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCN2CCOCC2)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.32,0.0,0.0,7.31,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCNC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.54,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCNS(C)(=O)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.35,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCNS(N)(=O)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.43,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,7.76,7.75,0.0,0.0,9.1,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,0.0,8.6,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,8.08,0.0,0.0,0.0,9.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cc2F)cc1)N1CCC(CCn2ccnc2)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,7.7,0.0,0.0,0.0
CC(c1ccc(-c2ccc(F)cn2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,9.22,0.0,0.0,0.0
CC(c1ccc(-c2ccc3nccn3n2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccc3ncnn3c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,8.42,0.0,0.0,0.0
CC(c1ccc(-c2ccc[nH]c2=O)cc1)N1CCC(CCCO)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,7.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2cccc(=O)n2C)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccccn2)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,9.22,0.0,0.0,0.0
CC(c1ccc(-c2cccnc2)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.1,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C(C)C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C(F)F)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)C#N)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)C#N)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)C(N)=O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)NS(C)(=O)=O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(C(C)C)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(C2CC2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.01,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2cccc(F)c2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.46,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.79,0.0,0.0,8.37,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2F)OC1=O,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CC(C)(O)CO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CCCO)(C(C)C)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.02,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,6.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC2(CCC(O)C2)OC1=O,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,6.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC2(CCCC(O)C2)OC1=O,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)c2)cc1)N1CCC2(CCCC3(C2)OCCO3)OC1=O,0.0,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C)c(=O)n2)cc1)N1CCC(CCCO)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(C(C)C)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.37,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.85,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2F)OC1=O,0.0,0.0,0.0,0.0,0.0,8.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CCC(CC2CC2)(CC(C)(C)O)OC1=O,0.0,0.0,0.0,0.0,0.0,7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(C3CC3)c(=O)c2)cc1)N1CCC2(CCC(O)C2)OC1=O,0.0,0.0,6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(CC(F)(F)F)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.83,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(CCF)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn(CCO)c(=O)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.37,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccn3ncnc3c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,7.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2ccncc2)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,9.4,0.0,0.0,0.0
CC(c1ccc(-c2cnc(=O)n(C)c2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.95,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(-c2cncc(F)c2)cc1)N1CCC(CCCO)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,9.3,0.0,0.0,0.0
CC(c1ccc(-c2ncc(C(=O)NC3CC3)s2)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,7.95,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CC(C)(C)C#N)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,9.1,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CC(C)(C)O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.12,0.0,0.0,8.72,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CC(C)(C)O)(c2ccccc2)OC1=O,0.0,0.0,0.0,0.0,0.0,8.05,0.0,0.0,0.0,8.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.11,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CCC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.96,0.0,0.0,8.52,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CCCNS(C)(=O)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15,0.0,0.0,9.15,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,8.52,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CC=CC2)OC1=O,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,7.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(C(=O)O)CC2)OC1=O,0.0,0.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(C(N)=O)CC2)OC1=O,0.0,0.0,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(C(N)O)CC2)OC1=O,0.0,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(C)(O)CC2)OC1=O,0.0,0.0,6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(CO)CC2)OC1=O,0.0,0.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(O)C2)OC1=O,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(O)CC2)CC1=O,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCCC(O)C2)OC1=O,0.0,0.0,7.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(CCCC3(C2)OCCO3)OC1=O,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Br)cc1)N1CCC2(OC1=O)C1CC3CC2CC(O)(C3)C1,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C#N)cc1)N1CCC(CCC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C#N)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C#N)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(C)(C)C)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(C)(C)C)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(F)(F)F)cc1)N1CCC(CCC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0,0.0,7.46,0.0,0.0,0.0
CC(c1ccc(C(F)(F)F)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(F)(F)F)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(F)F)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,7.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C(F)F)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C2CC2)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(C2CC2)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Cl)cc1)N1CCC(CCC(N)=O)(c2ccc(F)cc2)OC1=O,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.64,0.0,0.0,7.89,0.0,0.0,0.0
CC(c1ccc(Cl)cc1)N1CCC2(CCC(=O)CC2)NC1=O,0.0,0.0,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Cl)cc1)N1CCC2(CCC(=O)CC2)OC1=O,0.0,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Cl)cc1)N1CCC2(CCC(O)CC2)NC1=O,0.0,0.0,6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC(c1ccc(Cl)cc1)N1CCC2(CCC(O)CC2)OC1=O,0.0,0.0,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
